Store,Date,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
1,2022-02-16,3,10832,968,1,0,0,0
1,2022-02-17,4,11496,1146,1,1,0,0
1,2022-02-18,5,11968,1348,1,0,0,0
1,2022-02-19,6,13252,1179,1,0,0,0
1,2022-02-20,7,0,0,0,1,0,0
1,2022-02-21,1,9265,816,1,0,0,0
1,2022-02-22,2,8000,731,1,0,0,0
1,2022-02-23,3,11480,1288,1,0,0,0
1,2022-02-24,4,12380,1038,1,1,0,0
1,2022-02-25,5,12581,1091,1,0,0,0
1,2022-02-26,6,15647,1717,1,1,0,0
1,2022-02-27,7,9814,850,1,0,0,0
1,2022-02-28,1,9823,837,1,0,0,0
1,2022-03-01,2,10758,1134,1,0,0,0
1,2022-03-02,3,11526,969,1,0,0,0
1,2022-03-03,4,9981,1019,1,0,0,0
1,2022-03-04,5,10680,1227,1,0,0,0
1,2022-03-05,6,13566,1433,1,1,0,0
1,2022-03-06,7,10112,1095,1,0,0,0
1,2022-03-07,1,10790,1199,1,0,0,0
1,2022-03-08,2,10274,862,1,0,0,0
1,2022-03-09,3,10051,1069,1,0,0,0
1,2022-03-10,4,10886,1020,1,0,0,0
1,2022-03-11,5,12728,1237,1,0,0,0
1,2022-03-12,6,11143,1363,1,0,0,0
1,2022-03-13,7,10700,974,1,0,0,0
1,2022-03-14,1,8936,958,1,0,0,0
1,2022-03-15,2,10497,1264,1,0,0,0
1,2022-03-16,3,10272,1172,1,0,0,0
1,2022-03-17,4,8339,871,1,0,0,0
1,2022-03-18,5,12532,1069,1,0,0,0
1,2022-03-19,6,16160,1713,1,1,0,0
1,2022-03-20,7,0,0,0,0,0,0
1,2022-03-21,1,8440,741,1,0,0,0
1,2022-03-22,2,12768,1390,1,1,0,0
1,2022-03-23,3,11738,1301,1,0,0,0
1,2022-03-24,4,9308,1124,1,0,0,0
1,2022-03-25,5,13366,1629,1,0,0,0
1,2022-03-26,6,12933,1326,1,0,0,0
1,2022-03-27,7,0,0,0,0,0,0
1,2022-03-28,1,10757,902,1,1,0,0
1,2022-03-29,2,9960,1221,1,0,0,0
1,2022-03-30,3,10794,1064,1,0,0,0
1,2022-03-31,4,9859,831,1,0,0,0
1,2022-04-01,5,13684,1204,1,0,0,0
1,2022-04-02,6,17520,2048,1,1,0,0
1,2022-04-03,7,0,0,0,0,0,0
1,2022-04-04,1,8730,1069,1,0,0,0
1,2022-04-05,2,11624,1291,1,0,0,0
1,2022-04-06,3,11942,1435,1,1,0,0
1,2022-04-07,4,10005,858,1,0,0,0
1,2022-04-08,5,13047,1456,1,0,0,0
1,2022-04-09,6,15796,1486,1,1,0,0
1,2022-04-10,7,0,0,0,0,0,0
1,2022-04-11,1,13126,1279,1,1,0,0
1,2022-04-12,2,12025,1437,1,1,0,0
1,2022-04-13,3,11551,1249,1,1,0,0
1,2022-04-14,4,10870,1158,1,0,0,0
1,2022-04-15,5,13480,1272,1,0,0,0
1,2022-04-16,6,15432,1519,1,1,0,0
1,2022-04-17,7,0,0,0,0,0,0
1,2022-04-18,1,9809,833,1,0,0,0
1,2022-04-19,2,11235,1049,1,0,0,0
1,2022-04-20,3,10703,1257,1,0,0,0
1,2022-04-21,4,10626,942,1,0,0,0
1,2022-04-22,5,13982,1584,1,0,0,0
1,2022-04-23,6,14700,1802,1,1,0,0
1,2022-04-24,7,0,0,0,0,0,0
1,2022-04-25,1,8275,867,1,0,0,0
1,2022-04-26,2,9211,923,1,0,0,0
1,2022-04-27,3,9542,1016,1,0,0,0
1,2022-04-28,4,10134,854,1,0,0,0
1,2022-04-29,5,12232,1262,1,0,0,0
1,2022-04-30,6,14377,1689,1,0,0,0
1,2022-05-01,7,0,0,0,0,0,0
1,2022-05-02,1,9539,931,1,0,0,0
1,2022-05-03,2,11089,1239,1,0,0,0
1,2022-05-04,3,10844,1070,1,0,0,0
1,2022-05-05,4,8884,1058,1,0,0,0
1,2022-05-06,5,14164,1197,1,1,0,0
1,2022-05-07,6,13039,1218,1,0,0,0
1,2022-05-08,7,0,0,0,0,0,0
1,2022-05-09,1,10788,1289,1,1,0,0
1,2022-05-10,2,8915,756,1,0,0,0
1,2022-05-11,3,10280,1216,1,0,0,0
1,2022-05-12,4,11508,969,1,0,0,0
1,2022-05-13,5,12951,1141,1,0,0,0
1,2022-05-14,6,12269,1380,1,0,0,0
1,2022-05-15,7,0,0,0,0,0,0
1,2022-05-16,1,11815,1175,1,1,0,0
1,2022-05-17,2,10825,940,1,0,0,0
1,2022-05-18,3,10153,873,1,0,0,0
1,2022-05-19,4,11003,1108,1,0,0,0
1,2022-05-20,5,11467,1060,1,0,0,0
1,2022-05-21,6,14012,1554,1,1,0,0
1,2022-05-22,7,0,0,0,0,0,0
1,2022-05-23,1,7560,683,1,0,0,0
1,2022-05-24,2,10529,1176,1,0,0,0
1,2022-05-25,3,10742,1084,1,0,0,0
1,2022-05-26,4,9378,837,1,1,0,0
1,2022-05-27,5,13390,1310,1,0,0,0
1,2022-05-28,6,14497,1345,1,1,0,0
1,2022-05-29,7,0,0,0,1,0,0
1,2022-05-30,1,8985,979,1,0,0,0
1,2022-05-31,2,9043,826,1,0,0,0
1,2022-06-01,3,10910,922,1,0,0,0
1,2022-06-02,4,10830,1159,1,1,0,0
1,2022-06-03,5,14255,1346,1,1,0,0
1,2022-06-04,6,11351,1202,1,0,0,0
1,2022-06-05,7,0,0,0,0,0,0
1,2022-06-06,1,9669,1060,1,1,0,0
1,2022-06-07,2,8443,989,1,0,0,0
1,2022-06-08,3,12130,1031,1,1,0,0
1,2022-06-09,4,10164,1220,1,0,0,0
1,2022-06-10,5,12077,1183,1,0,0,0
1,2022-06-11,6,15889,1601,1,1,0,0
1,2022-06-12,7,9165,833,1,0,0,0
1,2022-06-13,1,8713,1056,1,0,0,0
1,2022-06-14,2,12476,1462,1,1,0,0
1,2022-06-15,3,11530,1137,1,1,0,0
1,2022-06-16,4,9057,777,1,0,0,0
1,2022-06-17,5,12619,1327,1,0,0,0
1,2022-06-18,6,14983,1699,1,1,0,0
1,2022-06-19,7,0,0,0,0,0,0
1,2022-06-20,1,8628,1054,1,0,0,0
1,2022-06-21,2,9683,1197,1,0,0,0
1,2022-06-22,3,10241,1109,1,0,0,0
1,2022-06-23,4,9203,775,1,0,0,0
1,2022-06-24,5,14333,1445,1,1,0,0
1,2022-06-25,6,12772,1147,1,0,0,0
1,2022-06-26,7,0,0,0,0,0,0
1,2022-06-27,1,8399,805,1,0,0,0
1,2022-06-28,2,9197,900,1,0,0,0
1,2022-06-29,3,11283,1151,1,1,0,0
1,2022-06-30,4,10370,1128,1,0,0,0
1,2022-07-01,5,12249,1245,1,0,0,1
1,2022-07-02,6,11927,1077,1,0,0,1
1,2022-07-03,7,0,0,0,1,0,1
1,2022-07-04,1,7379,715,1,0,0,1
1,2022-07-05,2,8572,845,1,0,0,1
1,2022-07-06,3,7716,715,1,0,0,1
1,2022-07-07,4,12045,1117,1,1,0,1
1,2022-07-08,5,11214,943,1,0,0,1
1,2022-07-09,6,12105,1361,1,0,0,1
1,2022-07-10,7,8728,856,1,0,0,1
1,2022-07-11,1,7938,842,1,0,0,1
1,2022-07-12,2,8587,925,1,0,0,1
1,2022-07-13,3,9903,998,1,1,0,1
1,2022-07-14,4,7945,836,1,0,0,1
1,2022-07-15,5,13225,1153,1,1,0,1
1,2022-07-16,6,13336,1314,1,1,0,1
1,2022-07-17,7,8769,794,1,0,0,1
1,2022-07-18,1,7692,895,1,0,0,1
1,2022-07-19,2,10548,981,1,1,0,1
1,2022-07-20,3,8432,879,1,0,0,1
1,2022-07-21,4,11141,1017,1,1,0,1
1,2022-07-22,5,14191,1698,1,1,0,1
1,2022-07-23,6,10965,1227,1,0,0,1
1,2022-07-24,7,0,0,0,0,0,1
1,2022-07-25,1,7535,729,1,0,0,1
1,2022-07-26,2,10044,982,1,0,0,1
1,2022-07-27,3,7165,766,1,0,0,1
1,2022-07-28,4,9244,886,1,0,0,1
1,2022-07-29,5,10625,905,1,1,0,1
1,2022-07-30,6,12694,1426,1,1,0,1
1,2022-07-31,7,0,0,0,0,0,1
1,2022-08-01,1,7700,660,1,0,0,1
1,2022-08-02,2,10837,911,1,1,0,1
1,2022-08-03,3,8949,823,1,0,0,1
1,2022-08-04,4,8762,884,1,0,0,1
1,2022-08-05,5,9693,886,1,0,0,1
1,2022-08-06,6,10964,1012,1,0,0,1
1,2022-08-07,7,10603,1142,1,1,0,1
1,2022-08-08,1,7485,790,1,0,0,1
1,2022-08-09,2,9616,1092,1,0,0,1
1,2022-08-10,3,9588,1148,1,0,0,1
1,2022-08-11,4,11803,1056,1,1,0,1
1,2022-08-12,5,11763,1032,1,1,0,1
1,2022-08-13,6,10843,906,1,0,0,1
1,2022-08-14,7,0,0,0,0,0,1
1,2022-08-15,1,7288,669,1,0,0,1
1,2022-08-16,2,10266,933,1,1,0,1
1,2022-08-17,3,8486,751,1,0,0,1
1,2022-08-18,4,10286,884,1,1,0,1
1,2022-08-19,5,10937,1056,1,1,0,1
1,2022-08-20,6,11584,999,1,0,0,1
1,2022-08-21,7,0,0,0,0,0,1
1,2022-08-22,1,7047,684,1,0,0,1
1,2022-08-23,2,8518,1030,1,0,0,1
1,2022-08-24,3,6553,644,1,0,0,1
1,2022-08-25,4,8831,820,1,0,0,1
1,2022-08-26,5,11204,973,1,1,0,1
1,2022-08-27,6,10414,869,1,0,0,1
1,2022-08-28,7,9026,812,1,0,0,1
1,2022-08-29,1,9095,912,1,1,0,1
1,2022-08-30,2,7407,881,1,0,0,1
1,2022-08-31,3,7480,718,1,0,0,1
1,2022-09-01,4,6567,646,1,0,0,0
1,2022-09-02,5,11071,1375,1,0,0,0
1,2022-09-03,6,9557,931,1,0,0,0
1,2022-09-04,7,7189,742,1,0,0,0
1,2022-09-05,1,6747,645,1,0,0,0
1,2022-09-06,2,8469,817,1,0,0,0
1,2022-09-07,3,8782,752,1,1,0,0
1,2022-09-08,4,7522,909,1,0,0,0
1,2022-09-09,5,13076,1554,1,1,0,0
1,2022-09-10,6,9365,1071,1,0,0,0
1,2022-09-11,7,7568,819,1,0,0,0
1,2022-09-12,1,6189,564,1,0,0,0
1,2022-09-13,2,8759,785,1,0,0,0
1,2022-09-14,3,7730,675,1,0,0,0
1,2022-09-15,4,7261,736,1,0,0,0
1,2022-09-16,5,9941,1223,1,0,0,0
1,2022-09-17,6,10417,1158,1,0,0,0
1,2022-09-18,7,0,0,0,1,0,0
1,2022-09-19,1,9170,1007,1,1,0,0
1,2022-09-20,2,7398,836,1,0,0,0
1,2022-09-21,3,7809,763,1,0,0,0
1,2022-09-22,4,8099,799,1,0,0,0
1,2022-09-23,5,10745,1121,1,1,0,0
1,2022-09-24,6,8907,795,1,0,0,0
1,2022-09-25,7,0,0,0,0,0,0
1,2022-09-26,1,7653,739,1,0,0,0
1,2022-09-27,2,7576,698,1,0,0,0
1,2022-09-28,3,6862,687,1,0,0,0
1,2022-09-29,4,9573,1138,1,0,0,0
1,2022-09-30,5,11838,1302,1,1,0,0
1,2022-10-01,6,9637,954,1,0,0,0
1,2022-10-02,7,8591,953,1,0,0,0
1,2022-10-03,1,6983,697,1,1,0,0
1,2022-10-04,2,8339,722,1,0,0,0
1,2022-10-05,3,6654,611,1,0,0,0
1,2022-10-06,4,7844,699,1,0,0,0
1,2022-10-07,5,9847,836,1,0,0,0
1,2022-10-08,6,10171,1218,1,1,0,0
1,2022-10-09,7,0,0,0,0,0,0
1,2022-10-10,1,6558,772,1,0,0,0
1,2022-10-11,2,8717,749,1,0,0,0
1,2022-10-12,3,8465,906,1,0,0,0
1,2022-10-13,4,7661,677,1,0,0,0
1,2022-10-14,5,11721,1056,1,1,0,0
1,2022-10-15,6,9563,804,1,0,0,0
1,2022-10-16,7,9824,957,1,1,0,0
1,2022-10-17,1,6348,639,1,0,0,0
1,2022-10-18,2,7827,714,1,0,0,0
1,2022-10-19,3,7053,667,1,0,0,0
1,2022-10-20,4,7624,894,1,0,0,0
1,2022-10-21,5,10787,955,1,0,0,0
1,2022-10-22,6,10839,963,1,0,0,0
1,2022-10-23,7,0,0,0,1,0,0
1,2022-10-24,1,8202,973,1,0,0,0
1,2022-10-25,2,9549,1055,1,1,0,0
1,2022-10-26,3,7403,703,1,0,0,0
1,2022-10-27,4,8533,829,1,0,0,0
1,2022-10-28,5,11129,1149,1,0,0,0
1,2022-10-29,6,9624,813,1,0,0,0
1,2022-10-30,7,0,0,0,1,0,0
1,2022-10-31,1,7715,709,1,0,0,0
1,2022-11-01,2,7975,676,1,0,0,0
1,2022-11-02,3,6936,683,1,0,0,0
1,2022-11-03,4,9603,845,1,1,0,0
1,2022-11-04,5,9732,1038,1,0,0,0
1,2022-11-05,6,12004,1244,1,0,0,0
1,2022-11-06,7,7608,915,1,0,0,0
1,2022-11-07,1,8740,736,1,1,0,0
1,2022-11-08,2,9548,850,1,1,0,0
1,2022-11-09,3,7743,694,1,0,0,0
1,2022-11-10,4,7621,644,1,0,0,0
1,2022-11-11,5,10295,975,1,0,0,0
1,2022-11-12,6,10968,920,1,0,0,0
1,2022-11-13,7,9142,849,1,0,0,0
1,2022-11-14,1,8697,840,1,1,0,0
1,2022-11-15,2,8352,817,1,0,0,0
1,2022-11-16,3,7808,715,1,0,0,0
1,2022-11-17,4,9686,1145,1,1,0,0
1,2022-11-18,5,10961,1334,1,0,0,0
1,2022-11-19,6,11099,1100,1,0,0,0
1,2022-11-20,7,0,0,0,0,0,0
1,2022-11-21,1,7033,609,1,0,0,0
1,2022-11-22,2,10253,1050,1,0,0,0
1,2022-11-23,3,9328,919,1,0,0,0
1,2022-11-24,4,8664,791,1,0,0,0
1,2022-11-25,5,11443,1183,1,0,0,0
1,2022-11-26,6,10447,873,1,0,0,0
1,2022-11-27,7,0,0,0,1,0,0
1,2022-11-28,1,9276,1021,1,0,0,0
1,2022-11-29,2,8109,969,1,0,0,0
1,2022-11-30,3,9769,1219,1,0,0,0
1,2022-12-01,4,8714,948,1,0,0,0
1,2022-12-02,5,11351,1246,1,0,0,0
1,2022-12-03,6,12198,1491,1,0,0,0
1,2022-12-04,7,0,0,0,0,0,0
1,2022-12-05,1,9806,822,1,1,0,0
1,2022-12-06,2,7643,735,1,0,0,0
1,2022-12-07,3,8630,760,1,0,0,0
1,2022-12-08,4,8296,733,1,0,0,0
1,2022-12-09,5,13036,1600,1,1,0,0
1,2022-12-10,6,10565,935,1,0,0,0
1,2022-12-11,7,8897,856,1,0,0,0
1,2022-12-12,1,7011,775,1,0,0,0
1,2022-12-13,2,8997,776,1,0,0,0
1,2022-12-14,3,8899,848,1,0,0,0
1,2022-12-15,4,8830,923,1,0,0,0
1,2022-12-16,5,14633,1477,1,1,0,0
1,2022-12-17,6,14007,1280,1,1,0,0
1,2022-12-18,7,0,0,0,0,0,0
1,2022-12-19,1,9589,889,1,1,0,0
1,2022-12-20,2,11337,1344,1,1,0,1
1,2022-12-21,3,9102,761,1,0,0,1
1,2022-12-22,4,10956,942,1,1,0,1
1,2022-12-23,5,12344,1159,1,0,0,1
1,2022-12-24,6,15353,1522,1,0,1,1
1,2022-12-25,7,12535,1453,1,0,1,1
1,2022-12-26,1,11708,999,1,1,1,1
1,2022-12-27,2,10412,964,1,1,0,1
1,2022-12-28,3,12023,1499,1,1,0,1
1,2022-12-29,4,9205,1033,1,0,0,1
1,2022-12-30,5,10871,1239,1,0,0,1
1,2022-12-31,6,14954,1607,1,1,0,1
1,2023-01-01,7,0,0,0,1,1,0
1,2023-01-02,1,8175,1013,1,0,0,0
1,2023-01-03,2,8898,783,1,0,0,0
1,2023-01-04,3,9848,883,1,0,0,0
1,2023-01-05,4,10705,966,1,1,0,0
1,2023-01-06,5,12312,1136,1,0,0,0
1,2023-01-07,6,11305,1373,1,0,0,0
1,2023-01-08,7,0,0,0,0,0,0
1,2023-01-09,1,8195,774,1,0,0,0
1,2023-01-10,2,11043,1158,1,0,0,0
1,2023-01-11,3,11111,985,1,1,0,0
1,2023-01-12,4,10497,1311,1,0,0,0
1,2023-01-13,5,15267,1816,1,1,0,0
1,2023-01-14,6,12052,1192,1,0,0,0
1,2023-01-15,7,10064,1128,1,0,0,0
1,2023-01-16,1,10992,958,1,1,0,0
1,2023-01-17,2,8312,895,1,0,0,0
1,2023-01-18,3,9334,850,1,0,0,0
1,2023-01-19,4,10117,987,1,0,0,0
1,2023-01-20,5,12960,1274,1,0,0,0
1,2023-01-21,6,14587,1441,1,1,0,0
1,2023-01-22,7,0,0,0,0,0,0
1,2023-01-23,1,8062,692,1,0,0,0
1,2023-01-24,2,9793,1223,1,0,0,0
1,2023-01-25,3,8878,851,1,0,0,0
1,2023-01-26,4,8782,1016,1,0,0,0
1,2023-01-27,5,12805,1376,1,0,0,0
1,2023-01-28,6,12814,1490,1,0,0,0
1,2023-01-29,7,0,0,0,0,0,0
1,2023-01-30,1,9024,758,1,0,0,0
1,2023-01-31,2,11062,937,1,0,0,0
1,2023-02-01,3,10704,982,1,0,0,0
1,2023-02-02,4,9864,993,1,0,0,0
1,2023-02-03,5,15279,1628,1,1,0,0
1,2023-02-04,6,13752,1651,1,0,0,0
1,2023-02-05,7,10265,1105,1,0,0,0
1,2023-02-06,1,9655,856,1,0,0,0
1,2023-02-07,2,11317,1059,1,1,0,0
1,2023-02-08,3,11648,1114,1,0,0,0
1,2023-02-09,4,11410,972,1,0,0,0
1,2023-02-10,5,14168,1356,1,0,0,0
1,2023-02-11,6,13468,1265,1,0,0,0
1,2023-02-12,7,0,0,0,0,0,0
1,2023-02-13,1,8884,1026,1,0,0,0
1,2023-02-14,2,10350,950,1,0,0,0
1,2023-02-15,3,10141,969,1,0,0,0
1,2023-02-16,4,12209,1236,1,0,0,0
1,2023-02-17,5,12838,1570,1,0,0,0
1,2023-02-18,6,16971,2099,1,1,0,0
1,2023-02-19,7,0,0,0,0,0,0
1,2023-02-20,1,8794,915,1,0,0,0
1,2023-02-21,2,10483,1084,1,0,0,0
1,2023-02-22,3,10228,864,1,0,0,0
1,2023-02-23,4,10823,951,1,0,0,0
1,2023-02-24,5,14100,1407,1,0,0,0
1,2023-02-25,6,14009,1393,1,0,0,0
1,2023-02-26,7,0,0,0,1,0,0
1,2023-02-27,1,10681,956,1,0,0,0
1,2023-02-28,2,11994,1002,1,0,0,0
1,2023-03-01,3,9532,966,1,0,0,0
1,2023-03-02,4,9314,1041,1,0,0,0
1,2023-03-03,5,15069,1431,1,0,0,0
1,2023-03-04,6,11680,1162,1,0,0,0
1,2023-03-05,7,0,0,0,1,0,0
1,2023-03-06,1,9460,912,1,0,0,0
1,2023-03-07,2,9969,936,1,0,0,0
1,2023-03-08,3,11485,1197,1,1,0,0
1,2023-03-09,4,11637,1448,1,0,0,0
1,2023-03-10,5,11673,1305,1,0,0,0
1,2023-03-11,6,18099,1569,1,1,0,0
1,2023-03-12,7,0,0,0,0,0,0
1,2023-03-13,1,8995,918,1,0,0,0
1,2023-03-14,2,11132,944,1,0,0,0
1,2023-03-15,3,9658,927,1,0,0,0
1,2023-03-16,4,9479,935,1,0,0,0
1,2023-03-17,5,12985,1133,1,0,0,0
1,2023-03-18,6,15434,1519,1,0,0,0
1,2023-03-19,7,0,0,0,0,0,0
1,2023-03-20,1,10523,1207,1,1,0,0
1,2023-03-21,2,13638,1621,1,1,0,0
1,2023-03-22,3,10063,1014,1,0,0,0
1,2023-03-23,4,12232,1516,1,0,0,0
1,2023-03-24,5,16344,1813,1,1,0,0
1,2023-03-25,6,13986,1493,1,0,0,0
1,2023-03-26,7,0,0,0,1,0,0
1,2023-03-27,1,11031,1260,1,1,0,0
1,2023-03-28,2,11292,1309,1,0,0,0
1,2023-03-29,3,10767,1199,1,0,0,0
1,2023-03-30,4,10836,946,1,0,0,0
1,2023-03-31,5,13792,1181,1,0,0,0
1,2023-04-01,6,13297,1130,1,0,0,0
1,2023-04-02,7,9256,1072,1,0,0,0
1,2023-04-03,1,10517,1134,1,0,0,0
1,2023-04-04,2,10639,1261,1,0,0,0
1,2023-04-05,3,10425,943,1,0,0,0
1,2023-04-06,4,11650,1012,1,0,0,0
1,2023-04-07,5,16118,1405,1,1,0,0
1,2023-04-08,6,14645,1572,1,0,0,0
1,2023-04-09,7,0,0,0,0,0,0
1,2023-04-10,1,8731,917,1,0,0,0
1,2023-04-11,2,11783,1205,1,0,0,0
1,2023-04-12,3,15368,1485,1,1,0,0
1,2023-04-13,4,14346,1434,1,1,0,0
1,2023-04-14,5,14319,1213,1,0,0,0
1,2023-04-15,6,11788,1190,1,0,0,0
1,2023-04-16,7,0,0,0,0,0,0
1,2023-04-17,1,9886,910,1,0,0,0
1,2023-04-18,2,10596,914,1,0,0,0
1,2023-04-19,3,14302,1210,1,1,0,0
1,2023-04-20,4,9766,985,1,0,0,0
1,2023-04-21,5,15594,1800,1,1,0,0
1,2023-04-22,6,15722,1342,1,0,0,0
1,2023-04-23,7,0,0,0,0,0,0
1,2023-04-24,1,11914,1096,1,1,0,0
1,2023-04-25,2,9870,863,1,0,0,0
1,2023-04-26,3,10829,1239,1,0,0,0
1,2023-04-27,4,10278,881,1,0,0,0
1,2023-04-28,5,14014,1679,1,0,0,0
1,2023-04-29,6,13946,1651,1,0,0,0
1,2023-04-30,7,0,0,0,0,0,0
1,2023-05-01,1,7896,761,1,0,0,0
1,2023-05-02,2,9808,1039,1,0,0,0
1,2023-05-03,3,11114,1003,1,0,0,0
1,2023-05-04,4,9960,911,1,0,0,0
1,2023-05-05,5,12222,1144,1,0,0,0
1,2023-05-06,6,12731,1313,1,0,0,0
1,2023-05-07,7,0,0,0,0,0,0
1,2023-05-08,1,9911,1002,1,0,0,0
1,2023-05-09,2,10165,1139,1,0,0,0
1,2023-05-10,3,9821,931,1,0,0,0
1,2023-05-11,4,10140,1184,1,0,0,0
1,2023-05-12,5,16092,1549,1,1,0,0
1,2023-05-13,6,11243,1032,1,0,0,0
1,2023-05-14,7,0,0,0,0,0,0
1,2023-05-15,1,7992,768,1,0,0,0
1,2023-05-16,2,10672,1178,1,0,0,0
1,2023-05-17,3,10725,1033,1,0,0,0
1,2023-05-18,4,9291,888,1,0,0,0
1,2023-05-19,5,11821,1044,1,0,0,0
1,2023-05-20,6,13286,1462,1,0,0,0
1,2023-05-21,7,0,0,0,0,0,0
1,2023-05-22,1,8935,909,1,0,0,0
1,2023-05-23,2,12352,1307,1,1,0,0
1,2023-05-24,3,9956,1017,1,0,0,0
1,2023-05-25,4,9692,818,1,0,0,0
1,2023-05-26,5,13116,1190,1,0,0,0
1,2023-05-27,6,13580,1203,1,1,0,0
1,2023-05-28,7,0,0,0,0,0,0
1,2023-05-29,1,7921,800,1,0,0,0
1,2023-05-30,2,9663,904,1,0,0,0
1,2023-05-31,3,13094,1450,1,1,0,0
1,2023-06-01,4,10488,1046,1,0,0,0
1,2023-06-02,5,16565,2007,1,1,0,0
1,2023-06-03,6,14470,1519,1,1,0,0
1,2023-06-04,7,0,0,0,0,0,0
1,2023-06-05,1,8287,733,1,0,0,0
1,2023-06-06,2,10506,1020,1,0,0,0
1,2023-06-07,3,9691,1013,1,0,0,0
1,2023-06-08,4,10816,1029,1,0,0,0
1,2023-06-09,5,10286,1015,1,0,0,0
1,2023-06-10,6,12208,1083,1,0,0,0
1,2023-06-11,7,0,0,0,1,0,0
1,2023-06-12,1,10425,1172,1,1,0,0
1,2023-06-13,2,10561,1025,1,0,0,0
1,2023-06-14,3,10065,1088,1,0,0,0
1,2023-06-15,4,9536,807,1,0,0,0
1,2023-06-16,5,13331,1250,1,0,0,0
1,2023-06-17,6,15984,1790,1,1,0,0
1,2023-06-18,7,0,0,0,0,0,0
1,2023-06-19,1,7760,748,1,1,0,0
1,2023-06-20,2,9540,836,1,0,0,0
1,2023-06-21,3,12370,1533,1,1,0,0
1,2023-06-22,4,8761,854,1,0,0,0
1,2023-06-23,5,12817,1449,1,1,0,0
1,2023-06-24,6,12807,1394,1,0,0,0
1,2023-06-25,7,0,0,0,1,0,0
1,2023-06-26,1,11623,1044,1,1,0,0
1,2023-06-27,2,10097,964,1,0,0,0
1,2023-06-28,3,8938,1003,1,0,0,0
1,2023-06-29,4,9170,863,1,0,0,0
1,2023-06-30,5,11517,1057,1,0,0,0
1,2023-07-01,6,13617,1446,1,0,0,1
1,2023-07-02,7,0,0,0,0,0,1
1,2023-07-03,1,9423,987,1,1,0,1
1,2023-07-04,2,9078,938,1,0,0,1
1,2023-07-05,3,9191,890,1,0,0,1
1,2023-07-06,4,9809,1055,1,0,0,1
1,2023-07-07,5,10673,1015,1,0,0,1
1,2023-07-08,6,12556,1186,1,1,0,1
1,2023-07-09,7,0,0,0,0,0,1
1,2023-07-10,1,9502,1117,1,1,0,1
1,2023-07-11,2,9894,880,1,0,0,1
1,2023-07-12,3,8400,734,1,0,0,1
1,2023-07-13,4,9517,808,1,0,0,1
1,2023-07-14,5,10919,1315,1,0,0,1
1,2023-07-15,6,13785,1239,1,1,0,1
1,2023-07-16,7,9345,979,1,0,0,1
1,2023-07-17,1,8531,870,1,0,0,1
1,2023-07-18,2,8998,1068,1,0,0,1
1,2023-07-19,3,8721,1070,1,0,0,1
1,2023-07-20,4,9086,854,1,0,0,1
1,2023-07-21,5,9180,932,1,0,0,1
1,2023-07-22,6,11541,971,1,0,0,1
1,2023-07-23,7,8294,813,1,0,0,1
1,2023-07-24,1,6989,845,1,0,0,1
